ID_REF,CDR017,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR025,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR021,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR029,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR022,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR018,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR026,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR030,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR031,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR023,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR027,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR019,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR020,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR028,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR032,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR024,Detection Pval,BEAD_STDERR,Avg_NBEADS
ILMN_2778438,72.39782,0.6992481,3.015635,39,76.44129,0.4561403,4.765524,43,82.103,0.4548872,4.618186,43,68.09873,0.6203008,4.62634,34,69.14674,0.6516291,3.635378,35,68.64135,0.7192982,4.997117,30,66.59817,0.4786967,2.372147,47,63.50531,0.849624,2.793721,43,72.217,0.7142857,4.299209,34,75.83514,0.7731829,3.275672,28,75.33199,0.3834586,6.063591,41,77.93814,0.575188,7.099377,31,67.22992,0.660401,3.96155,43,67.13418,0.6779448,4.170569,38,69.28326,0.6741855,3.526344,47,74.54,0.4724311,3.716586,37
ILMN_2626556,59.62578,0.9824561,4.111928,34,55.14114,0.991228,3.197067,34,57.39153,0.9937344,4.873877,31,62.93179,0.7869674,5.622587,29,51.05354,0.9974937,3.193243,28,60.69083,0.9348371,3.648633,44,51.52601,0.9824561,4.365519,33,61.03022,0.9085213,3.399792,43,58.43677,0.9887218,3.315471,31,68.80161,0.9323308,4.678767,30,58.37957,0.9235589,3.51329,31,66.09362,0.8759398,5.284911,46,54.7277,0.9799499,3.598508,40,58.5276,0.9398496,4.904842,44,53.55742,0.9937344,3.392906,44,57.47684,0.9674186,4.549579,32
ILMN_1260082,90.33313,0.3157895,6.372494,35,78.67854,0.4097744,4.658969,45,76.65692,0.5877193,4.201641,43,71.23549,0.5250627,3.506902,42,68.519,0.6804512,3.775246,46,80.04637,0.3997494,5.214735,38,68.17477,0.4473684,4.180573,39,70.70175,0.6115288,4.148016,33,80.44489,0.4661654,4.463197,47,95.22896,0.3370927,6.461244,44,74.44738,0.4022556,5.651021,44,79.97929,0.5175439,5.125232,41,73.42538,0.4385965,4.348585,41,75.2747,0.424812,6.805021,28,82.8674,0.3170426,5.281644,32,76.40633,0.4285714,4.951976,38
ILMN_1219067,232.1245,0,9.746339,32,233.871,0,14.22707,38,238.4511,0.001253133,12.24626,33,200.7089,0,12.54948,24,164.3783,0.006265664,8.928804,33,211.0622,0,9.306829,42,170.1636,0,10.23485,32,214.2327,0,11.03327,39,215.1684,0.001253133,21.46334,30,259.6992,0,11.3696,36,184.8108,0,11.73827,35,209.6799,0.001253133,17.46349,28,184.7558,0,13.69419,40,211.9852,0,14.24362,35,201.4249,0,15.04705,36,184.1413,0.001253133,14.9622,33
ILMN_2616075,67.25693,0.8471178,4.903267,42,68.39207,0.7117795,5.4382,35,59.4142,0.9862155,5.010977,29,56.42356,0.9473684,3.509511,40,59.70235,0.933584,4.26436,40,47.96732,1,2.97439,26,47.79765,0.9962406,2.526095,34,56.2886,0.9799499,4.756117,29,61.58445,0.9649123,3.465898,38,62.78811,0.9874687,3.286088,38,67.33332,0.6591479,6.117838,29,65.52608,0.8834587,5.625409,34,60.69899,0.8784461,4.095437,39,58.07128,0.9498747,3.438185,45,65.04716,0.8082707,4.315629,42,60.89783,0.9210526,2.971247,37
ILMN_2643021,90.32743,0.3157895,4.282253,28,92.03407,0.2005012,5.718159,35,89.37086,0.3120301,5.214701,39,78.06224,0.3646617,3.737762,43,81.44424,0.3496241,4.616489,33,92.55721,0.2130326,6.022514,39,91.901,0.08897243,5.387658,41,81.67243,0.3333333,3.560174,46,93.28331,0.2443609,7.061702,42,94.24984,0.3508772,6.255001,39,77.96765,0.3170426,4.893598,41,86.8758,0.3709273,7.446844,34,80.5398,0.2794486,5.24087,43,83.9659,0.2368421,4.522129,45,90.30251,0.2030075,4.444304,52,94.62681,0.1578947,5.920891,34
ILMN_2722260,67.31625,0.8433584,5.125304,38,60.37627,0.9448621,2.947161,43,61.2594,0.9761904,3.067881,41,68.92503,0.593985,4.713295,39,67.67811,0.7117795,4.645093,35,60.99144,0.9273183,3.3355,34,61.89495,0.6879699,4.746983,32,61.0599,0.9072682,3.788414,37,78.15939,0.5325814,5.586956,42,61.69275,0.9924812,4.87896,29,58.61145,0.9223058,3.672214,35,71.59767,0.7481203,5.598392,35,65.74489,0.697995,4.173288,39,64.02817,0.7907268,4.107053,42,62.73451,0.8621554,2.884235,37,66.02258,0.7493734,3.625658,39
ILMN_2865527,77.90976,0.566416,3.889544,36,75.43203,0.481203,4.776871,34,82.18414,0.452381,6.149236,32,75.23135,0.4197995,4.45336,40,81.45573,0.3496241,4.863364,45,82.20396,0.3721805,4.462056,48,67.15632,0.4649123,3.348757,38,73.97903,0.5012531,4.429541,38,78.94994,0.5,5.287711,43,82.68253,0.5739349,3.990144,39,83.93556,0.2117794,4.849082,35,85.53616,0.3922306,5.624723,42,73.78376,0.4285714,3.47197,42,70.40054,0.5526316,4.509856,38,87.86703,0.2318296,5.080474,39,74.26768,0.4774436,4.018877,49
ILMN_2731197,244.1638,0,13.60573,41,220.8719,0,13.4181,52,242.716,0.001253133,10.81675,57,206.1557,0,13.57624,31,184.0332,0.002506266,8.177672,32,221.0076,0,10.8731,25,168.9718,0,12.7721,36,213.1988,0,11.22135,45,241.0812,0,16.79828,39,296.7227,0,22.13557,33,194.8741,0,18.44327,27,226.4518,0,15.01195,37,181.399,0.001253133,10.21297,41,204.3231,0,14.13407,35,204.9816,0,14.28817,28,210.315,0,13.64726,29
ILMN_2739111,73.08138,0.6829574,5.407231,43,63.63708,0.8671679,3.453156,32,61.49448,0.9724311,4.560701,26,65.03587,0.7218045,3.872925,38,72.15044,0.575188,3.609344,47,77.56694,0.4548872,4.419685,41,60.17803,0.764411,3.157008,42,78.29843,0.4047619,4.648148,38,82.81365,0.4273183,5.491663,45,73.10139,0.8483709,5.942999,29,65.81039,0.7192982,4.325977,38,86.50308,0.3796993,5.611537,43,71.0564,0.5062656,5.048007,32,77.13253,0.3784461,5.245345,40,73.61022,0.5451128,4.477334,31,60.58452,0.9298246,3.673499,40
ILMN_2734376,87.11936,0.3646617,6.791335,25,116.9762,0.06390978,8.208914,37,87.69759,0.3308271,6.00285,32,95.42273,0.1340852,5.72622,33,88.91107,0.2443609,5.323394,42,86.82536,0.2869674,4.349859,40,98.53899,0.05263158,6.730383,40,92.61317,0.1904762,5.358878,35,104.8176,0.1466165,8.152585,39,105.0431,0.2293233,5.610104,36,94.98122,0.112782,6.920731,42,102.7472,0.1917293,7.454581,41,83.83208,0.2318296,5.441478,37,117.1088,0.03884712,7.948433,45,81.75443,0.3345865,5.440678,34,90.17596,0.1892231,6.37755,47
ILMN_2656915,78.10123,0.5614035,4.009531,47,73.28747,0.5626566,3.565947,48,74.02703,0.6654136,4.594293,36,72.6373,0.4761905,3.971649,42,67.94019,0.7030075,4.312915,33,71.79576,0.6027569,4.425508,40,64.35107,0.5789474,3.459538,28,80.28282,0.3646617,5.657975,37,69.4286,0.8057644,3.643097,46,88.54072,0.4298246,5.040802,41,79.20395,0.2994987,6.344752,41,86.62702,0.3784461,5.836681,34,65.80537,0.6929824,4.506551,30,84.43906,0.2330827,4.78093,58,75.15369,0.4949875,3.556926,52,73.56422,0.4974937,5.173964,35
ILMN_2656986,65.29518,0.9047619,4.55471,33,71.3766,0.6390978,5.10703,37,71.78633,0.7380952,5.763289,34,63.02612,0.7857143,4.115888,35,68.26474,0.6917293,2.52089,42,59.41117,0.9536341,3.046373,40,58.53818,0.8233083,3.05312,52,61.40184,0.8997494,3.199215,43,76.89521,0.5601504,5.773972,38,86.93079,0.4711779,5.07001,37,57.65986,0.9398496,5.262383,32,67.67942,0.8458647,3.898451,51,69.08758,0.5689223,3.31313,50,76.62682,0.4047619,4.953811,42,75.59237,0.4862155,4.524389,40,72.60586,0.5313283,4.29757,43
ILMN_1234519,193.2529,0.001253133,7.905961,43,206.2687,0,11.53097,37,197.4621,0.003759399,11.29248,36,174.4208,0.001253133,9.425888,30,168.089,0.006265664,13.28327,36,183.4534,0.001253133,9.04951,36,175.147,0,16.6815,25,170.4759,0.003759399,9.654078,38,166.7285,0.005012531,17.09045,24,204.3078,0.001253133,10.48783,40,163.7663,0,10.00521,46,182.8986,0.006265664,12.30719,38,157.2307,0.002506266,9.769106,33,154.2596,0.002506266,15.86546,33,154.5365,0.003759399,7.796284,37,136.7254,0.01629073,8.901424,32
ILMN_2609831,70.07659,0.7731829,4.290092,36,59.12588,0.9573935,3.775077,36,73.7594,0.6754386,4.242438,55,72.18195,0.4837093,4.621271,38,74.1216,0.5175439,3.917735,43,70.04861,0.6754386,4.509127,32,56.65877,0.8947368,2.466783,50,61.90923,0.8884712,3.055794,38,63.99186,0.9310777,3.482365,47,70.41662,0.8934837,5.774162,36,73.13508,0.452381,5.288642,35,77.43168,0.5864662,4.708486,43,58.16977,0.9285714,2.676752,49,70.35381,0.5538847,3.52341,52,68.81846,0.6904762,3.250486,53,64.39796,0.8107769,3.279259,46
ILMN_3160351,116.0677,0.09649123,5.199028,46,81.41028,0.3646617,5.396687,37,97.52741,0.2255639,4.796757,48,83.78433,0.2431078,4.315671,49,106.3505,0.1140351,6.749042,48,103.2802,0.1390978,4.85043,52,78.86534,0.1954887,4.276946,37,89.79041,0.2218045,4.138585,53,120.3145,0.07142857,7.825136,43,117.6779,0.141604,9.288042,30,89.84756,0.1478697,6.277447,43,100.3974,0.2155388,6.446312,43,82.47398,0.2518797,3.942867,48,95.61723,0.1152882,5.544688,50,91.22844,0.1892231,4.193148,40,91.93906,0.1741855,4.395404,55
ILMN_2588597,72.06907,0.7067669,4.635887,28,87.25826,0.2694235,4.815302,48,91.98148,0.2844611,4.925176,36,87.79897,0.2005012,5.351992,47,72.27603,0.5739349,4.030551,44,76.60875,0.4749373,5.683624,34,75.52776,0.2493734,5.284157,50,89.67048,0.2230576,5.855207,37,75.61362,0.6002506,4.564911,40,108.8175,0.1992481,6.538766,40,75.06991,0.3872181,3.961303,39,106.5078,0.1591479,7.320825,39,89.26913,0.1654135,6.350706,41,61.39334,0.8734336,3.860584,38,89.29205,0.216792,4.193416,48,84.35975,0.2694235,4.51627,44
ILMN_2962575,162.0302,0.01253133,10.55171,33,159.2172,0.01002506,11.06589,42,162.1233,0.01503759,9.464673,38,121.7688,0.04010025,7.200593,28,144.7856,0.01629073,8.024777,54,162.1237,0.005012531,10.24548,32,110.51,0.02631579,8.126145,38,149.8783,0.01253133,9.409904,36,157.8659,0.0112782,10.15654,38,168.8937,0.01378446,9.964108,32,127.9969,0.01002506,9.633932,43,149.2429,0.01503759,8.606363,43,116.4537,0.02255639,6.486965,41,133.1509,0.00877193,12.70595,35,143.978,0.006265664,9.701294,39,163.3757,0.002506266,14.50793,38
ILMN_2763689,82.23419,0.4423559,4.514236,38,74.70158,0.5025063,4.743519,42,84.3848,0.39599,5.147513,37,72.98103,0.4661654,5.281886,33,72.82478,0.5526316,3.438814,37,69.12724,0.7067669,4.281397,33,75.87515,0.2431078,3.919194,38,78.79103,0.3984962,4.693168,42,75.01711,0.6152882,4.769215,39,84.9888,0.5213032,5.678735,30,70.12833,0.547619,2.80522,44,81.53284,0.4874687,5.67233,32,68.38695,0.6077694,4.07358,39,80.50111,0.3057644,4.828113,49,77.83517,0.414787,4.194499,37,74.03344,0.4837093,4.846719,45
ILMN_1255757,170.9118,0.0112782,8.268297,58,150.4561,0.0112782,7.340101,34,165.0606,0.01253133,10.3424,34,147.0286,0.00877193,7.100093,45,150.3047,0.0112782,6.346918,43,156.1,0.01002506,8.405668,41,146.5997,0.001253133,5.627716,49,151.5032,0.01253133,7.565659,45,135.0124,0.03258145,6.952421,43,143.0982,0.04761905,10.25819,41,132.8338,0.007518797,12.58966,38,155.963,0.0112782,9.168276,48,128.6405,0.01378446,9.089949,39,140.0582,0.006265664,7.6427,54,153.7399,0.003759399,8.803213,42,135.852,0.02005013,6.567309,39
ILMN_2593313,84.0097,0.4122807,5.416546,41,69.91171,0.679198,5.044972,43,78.7406,0.5438597,5.081038,41,61.80686,0.8283208,3.063515,41,74.64274,0.5050125,4.722604,39,57.39428,0.9736842,3.12006,37,69.25503,0.4135338,3.9647,50,65.08643,0.8007519,3.852744,49,77.2346,0.5526316,5.400132,42,75.87512,0.7706767,4.691116,44,84.65002,0.2030075,5.417873,38,76.26466,0.6102757,4.383692,39,67.41785,0.6516291,3.695361,57,83.49107,0.245614,5.966938,49,76.07584,0.4711779,4.944397,45,66.6822,0.7205514,4.033055,52
ILMN_1238317,76.93404,0.5877193,4.31827,51,70.00613,0.6741855,2.769034,51,67.03672,0.8822055,3.339828,31,72.36771,0.481203,3.601882,41,74.05638,0.518797,3.353746,35,65.50943,0.8220552,3.56087,44,60.27961,0.7606516,3.298945,34,74.16613,0.4962406,4.045684,42,72.99728,0.6879699,5.061456,41,81.47418,0.6052632,7.503844,28,75.66842,0.3709273,6.738309,33,90.11806,0.320802,6.069587,43,66.02151,0.6904762,5.426114,28,73.50099,0.4598998,6.590785,31,73.61212,0.5451128,4.479233,31,70.73256,0.5889724,3.737202,49
ILMN_1231792,74.07497,0.6528822,4.597411,40,67.35233,0.7443609,3.971606,51,74.24155,0.6566416,3.835949,59,61.50454,0.8345864,3.697916,31,73.93803,0.5225564,5.530177,32,72.23167,0.5877193,4.273829,31,57.52933,0.858396,3.239229,34,67.12846,0.7443609,3.799883,39,70.8156,0.7656642,4.329774,44,72.72491,0.8533835,4.267547,38,76.77007,0.3458647,4.944095,43,72.52927,0.7155389,6.442137,34,63.12073,0.7982456,2.851729,37,72.03861,0.5037594,4.795419,37,63.70588,0.8408521,3.79561,32,66.56841,0.7243108,3.968443,40
ILMN_2648034,137.8919,0.03759398,6.362784,33,144.7509,0.01754386,9.657413,45,157.6255,0.01754386,6.719145,48,151.8415,0.007518797,10.39462,42,130.563,0.03258145,6.40548,49,149.2984,0.01378446,9.452635,36,96.69578,0.06265664,6.661699,43,133.3028,0.02255639,6.651297,40,165.4927,0.005012531,9.596535,41,151.3801,0.03508772,11.38676,39,128.702,0.00877193,8.30517,44,150.2804,0.01253133,12.0543,28,111.8451,0.03508772,6.262621,47,105.8854,0.07142857,7.018168,43,116.6398,0.04511278,5.354831,37,132.3158,0.02005013,8.837177,34
ILMN_1247547,77.71751,0.5701754,3.847924,39,68.14841,0.7192982,2.766839,53,72.6177,0.7155389,3.26421,36,64.89491,0.7268171,3.916601,34,67.83491,0.7067669,4.005022,34,77.00285,0.4661654,5.540067,38,64.64026,0.5639098,3.077396,41,68.372,0.6954888,4.311135,41,86.44444,0.3508772,6.769529,32,78.47592,0.6904762,5.87673,33,68.8705,0.5877193,4.933295,40,74.26561,0.6754386,5.173465,22,80.34863,0.2807018,4.565518,46,72.70806,0.4837093,4.198866,48,63.1779,0.8558897,3.396428,32,78.43103,0.3809524,4.721461,55
ILMN_1230498,133.3656,0.04385965,8.724945,35,101.157,0.1403509,8.736871,21,114.7283,0.1152882,5.900399,63,85.89928,0.2218045,5.523233,38,90.99479,0.2255639,5.080185,55,112.4791,0.08897243,5.207344,30,89.05333,0.1065163,5.166371,46,90.08163,0.2180451,5.324901,35,102.0302,0.1629073,5.939803,51,104.1358,0.2431078,6.171054,45,79.35462,0.2969925,6.521488,39,122.9977,0.07769424,6.750174,41,85.75282,0.20802,3.967869,42,108.5089,0.06766918,7.817742,41,90.66451,0.197995,4.441045,39,91.19262,0.1829574,4.963853,50
ILMN_1218859,111.1197,0.131579,5.614485,34,113.7376,0.07769424,9.636516,22,118.9894,0.09273183,7.184044,32,90.98103,0.1754386,4.088114,30,79.10699,0.3872181,5.210317,25,110.1305,0.09774436,4.154529,32,90.55015,0.0989975,6.949584,27,98.25215,0.1441103,6.434073,27,115.3634,0.08897243,8.464375,33,129.6396,0.0839599,7.836402,28,94.0546,0.1215539,5.521152,40,100.5578,0.2105263,8.085456,37,98.46502,0.08521304,6.305149,34,100.6313,0.0914787,7.537219,24,95.23209,0.1403509,6.062699,29,100.7279,0.122807,6.741562,29
ILMN_2646411,510.4188,0,16.99504,49,469.7913,0,25.44724,33,515.4899,0,16.38887,46,339.6969,0,14.10206,39,369.2631,0,11.59612,63,585.9341,0,24.1872,45,338.0775,0,12.55953,39,404.7167,0,17.91719,43,482.4368,0,18.77619,33,439.6201,0,21.87783,44,411.3504,0,21.4932,35,588.9994,0,22.13236,47,348.7043,0,18.03289,38,426.1339,0,17.86004,43,367.0774,0,13.74452,49,316.007,0,14.65471,42
ILMN_3046219,66.67979,0.8671679,4.629457,32,67.97548,0.7243108,4.359669,40,63.3249,0.943609,3.831365,38,65.25323,0.716792,3.857079,39,65.10316,0.7982456,3.732464,35,73.48059,0.5576441,5.434457,25,63.06007,0.6328321,4.182945,35,66.53205,0.7593985,3.886285,41,79.35411,0.4912281,6.409285,42,72.79358,0.8533835,5.626206,32,71.95305,0.4786967,4.81789,37,74.31364,0.6729323,5.113069,33,62.78659,0.8145363,4.443732,41,69.72603,0.5789474,5.278008,33,58.87951,0.952381,2.718723,29,68.1033,0.6716792,6.116778,30
ILMN_2710429,137.3182,0.03759398,8.953827,21,157.4312,0.01002506,13.35594,32,157.3764,0.01879699,10.00215,32,116.304,0.04636591,6.477801,28,126.1921,0.04010025,8.80197,24,151.987,0.01253133,9.055041,23,116.8396,0.01754386,7.79762,31,159.4268,0.00877193,9.148472,40,145.9418,0.02130326,14.98226,30,153.0885,0.03258145,12.66749,36,123.7533,0.01879699,12.321,25,147.8964,0.02005013,9.371564,44,130.5957,0.01378446,10.43272,33,121.7714,0.03132832,10.63663,36,130.0494,0.01503759,9.579068,31,123.0289,0.03007519,9.11527,23
ILMN_3121784,244.1753,0,11.39873,45,207.8404,0,15.9025,31,204.5607,0.001253133,8.143373,35,203.1134,0,10.68502,42,186.0614,0.002506266,11.36099,44,227.7253,0,9.971642,49,130.3649,0.005012531,7.895359,36,262.4223,0,18.7554,32,293.2202,0,16.68731,40,232.0923,0,12.37738,35,225.0228,0,9.880524,36,264.3649,0,15.77262,34,185.9121,0,10.63391,43,185.4426,0,13.86305,45,188.5288,0,7.706425,44,168.4951,0.002506266,11.45774,30
ILMN_2650115,109.2548,0.141604,6.99944,32,135.581,0.02506266,10.38649,32,135.3685,0.04761905,8.328838,35,91.047,0.1754386,4.994787,31,119.964,0.05889724,7.558915,37,133.96,0.02756892,7.700288,42,120.3825,0.01378446,7.312027,42,101.6106,0.122807,6.3532,44,152.3417,0.01503759,10.8295,38,160.8185,0.02130326,9.684702,37,88.61012,0.160401,5.989987,49,116.3299,0.1052632,7.502588,37,120.8406,0.01754386,9.182043,25,100.7976,0.08897243,7.934957,37,127.7523,0.01754386,7.525492,35,171.8085,0.002506266,11.52523,40
ILMN_2734855,2535.08,0,66.92759,36,2162.152,0,82.76463,28,2375.556,0,80.22357,31,1553.4,0,70.03384,27,1748.579,0,64.92342,37,2344.658,0,78.49437,42,1373.699,0,62.34479,25,1562.294,0,56.05698,33,1796.245,0,58.08053,35,2188.282,0,76.34824,40,1392.085,0,59.05484,31,2514.719,0,99.6837,42,1414.014,0,49.47606,31,1336.178,0,44.51614,38,1180.928,0,32.83333,30,1740.54,0,81.34743,42
ILMN_1243257,65.83147,0.8909774,3.9618,34,62.29964,0.9047619,3.592346,36,64.28056,0.9348371,3.268107,33,63.47882,0.7781955,3.502759,38,68.4502,0.6804512,4.074221,44,59.52366,0.952381,2.884769,45,61.2531,0.716792,3.329769,40,72.24164,0.5614035,4.088429,46,70.2713,0.7781955,6.0804,45,77.89221,0.7030075,5.794337,38,70.13059,0.547619,3.959705,28,68.89593,0.8170426,4.271051,45,73.47021,0.4373434,4.592479,34,59.49166,0.9185464,4.470363,41,67.0257,0.7468672,4.927427,41,62.17445,0.8859649,4.176824,34
ILMN_2620799,170.5322,0.0112782,8.864531,35,187.2912,0.001253133,9.537087,39,189.1199,0.005012531,8.717929,38,183.2854,0,9.032453,40,142.9707,0.01879699,8.615649,46,177.3298,0.002506266,9.304831,35,111.8142,0.02506266,5.238877,38,193.9872,0.001253133,10.19139,54,223.7088,0,9.468982,41,210.5597,0.001253133,13.23903,26,158.9978,0.001253133,9.210463,35,195.7682,0.002506266,10.91394,38,168.1741,0.001253133,11.86799,42,126.4345,0.01503759,11.17729,29,167.3356,0.003759399,11.47039,30,159.5964,0.003759399,9.451419,33
ILMN_2765834,68.41974,0.8145363,2.973579,40,73.06252,0.5676692,3.129382,45,85.32058,0.3822055,4.768648,46,53.61104,0.9837093,4.323693,26,59.08687,0.9411027,2.59221,33,68.59152,0.7205514,5.013903,34,61.26725,0.716792,3.249704,42,69.18826,0.6691729,4.968406,32,78.71213,0.5075188,6.215099,34,78.21409,0.6954888,5.040132,40,84.85699,0.2017544,5.031295,43,85.46717,0.3934837,5.78303,47,63.10225,0.7982456,4.195935,44,67.52798,0.6578947,6.365732,32,62.77641,0.8609022,3.413722,43,67.30586,0.7005013,3.798275,61
ILMN_2712878,155.3301,0.01879699,8.618977,41,153.2765,0.01002506,7.97554,35,161.5348,0.01503759,10.7225,34,123.098,0.03884712,8.301617,34,131.6614,0.03132832,6.866582,39,130.9084,0.03258145,7.632557,32,114.1819,0.02005013,5.247375,40,141.1155,0.01754386,9.920487,29,176.0084,0.002506266,15.33918,41,192.5965,0.003759399,10.48224,31,138.7665,0.007518797,9.534821,50,128.0613,0.05889724,7.408246,42,113.0401,0.03132832,7.081647,36,141.4305,0.005012531,12.66896,34,127.0964,0.02255639,6.408878,36,158.1591,0.003759399,12.38737,35
ILMN_1250618,237.3845,0,11.94651,45,168.2356,0.007518797,11.44348,31,194.9442,0.003759399,8.070901,58,225.0018,0,11.99354,44,122.6174,0.05137845,6.669057,46,159.3306,0.006265664,10.44895,24,142.4963,0.002506266,10.58982,41,171.535,0.003759399,11.33953,31,251.2029,0,14.93357,36,151.4077,0.03508772,8.971591,43,126.6621,0.01253133,6.011166,33,161.7707,0.01002506,15.39093,35,149.7962,0.002506266,7.623673,43,225.9,0,12.5603,44,198.0377,0,14.36018,33,133.0939,0.02005013,8.34378,39
ILMN_1241151,8316.645,0,219.4575,35,7843.627,0,250.8152,28,9851.901,0,231.8864,38,8568.655,0,250.0616,43,6981.484,0,181.6012,44,7380.652,0,284.3163,34,5939.671,0,122.6239,58,8827.692,0,314.6947,33,12261.49,0,310.1854,32,9667.513,0,326.8249,24,7826.262,0,234.7064,33,6945.291,0,369.0234,48,5645.96,0,178.2121,29,6829.844,0,256.5018,33,8019.612,0,176.7257,42,9187.984,0,320.4528,35
ILMN_2593694,4082.819,0,108.7082,44,3888.767,0,127.804,39,4921.814,0,109.4604,48,4267.493,0,108.4344,41,3656.117,0,102.134,47,3757.281,0,74.99734,48,2958.431,0,71.37287,50,4771.218,0,177.6788,40,6140.479,0,173.7854,48,4914.925,0,109.1644,51,3632.582,0,108.6989,43,4081.923,0,125.8165,35,2713.71,0,82.27087,36,3502.344,0,94.46363,53,4058.641,0,77.06976,50,4673.71,0,139.7056,46
ILMN_1224980,926.6335,0,39.04388,39,825.6535,0,49.50285,25,827.4563,0,32.52449,35,458.5472,0,19.85701,35,667.0096,0,28.12667,33,904.0563,0,39.6714,36,586.2835,0,32.02902,33,679.0548,0,27.33124,47,696.001,0,27.25045,42,849.8959,0,25.10224,37,517.4936,0,22.88821,28,845.8542,0,47.61191,33,568.8986,0,23.71643,44,548.5291,0,35.9598,46,512.7986,0,23.79511,38,614.3489,0,31.88628,42
ILMN_2602630,2162.06,0,76.46444,36,1800.599,0,49.57523,46,1874.864,0,57.13782,53,1719.89,0,74.60242,40,1611.506,0,45.97289,58,2085.639,0,70.28333,40,1147.979,0,46.1497,38,1687.353,0,49.90971,51,2120.003,0,68.0668,44,2219.721,0,80.68185,34,1664.401,0,40.82785,44,2116.483,0,91.63879,41,1516.158,0,61.06025,33,1667.045,0,47.1702,44,1467.602,0,45.98917,51,1662.223,0,63.50788,50
ILMN_1252499,69.45084,0.7844611,4.183057,42,69.95293,0.6779448,4.787082,45,64.39051,0.9310777,4.34965,47,62.08406,0.8170426,4.157448,41,64.76244,0.8070176,4.333591,41,61.38253,0.9172933,3.845133,49,59.5177,0.7882205,3.943854,35,57.97416,0.9674186,2.542447,47,65.05042,0.9072682,4.137219,40,87.3848,0.4573935,7.180965,41,62.47348,0.8308271,3.183856,42,70.85069,0.7731829,4.267165,42,61.37848,0.8621554,3.879578,41,62.7452,0.8370928,4.578196,46,62.98683,0.8571429,3.17769,39,62.35653,0.8796992,4.500475,44
ILMN_2606433,81.52801,0.462406,3.260587,33,69.96305,0.6779448,5.347931,28,79.04971,0.5313283,4.508728,43,69.03873,0.5864662,3.965944,42,78.07031,0.4072682,4.325281,51,67.89552,0.7518797,4.063392,39,65.68192,0.5125313,3.427738,48,78.98491,0.3947369,3.929683,36,78.65963,0.5125313,5.789156,42,82.69688,0.5739349,5.814935,36,71.59164,0.4974937,5.411976,41,75.00457,0.6403509,4.062742,48,67.34949,0.6566416,4.45566,42,64.79546,0.7669173,3.612586,51,69.73592,0.6591479,3.61281,48,76.56549,0.424812,4.683764,38
ILMN_2776710,268.8023,0,12.54748,35,247.1798,0,13.0997,36,260.9144,0,10.55788,26,264.1275,0,15.30628,27,217.5045,0,9.07092,33,223.6657,0,12.03566,32,185.5428,0,10.79866,33,288.4626,0,14.68116,35,389.9554,0,16.86366,29,358.5932,0,19.82277,29,222.7995,0,16.68584,26,236.6561,0,22.40656,22,188.0094,0,8.686242,41,289.8896,0,10.06483,42,274.2213,0,10.40069,42,275.2213,0,18.66431,44
ILMN_2739829,139.4933,0.03759398,7.206768,32,108.073,0.1002506,7.063074,37,108.0587,0.1566416,4.955403,45,96.85902,0.1265664,5.020262,30,111.3813,0.0839599,7.847481,36,120.0863,0.06015038,6.768669,42,88.50806,0.1102757,4.743166,32,97.53902,0.1528822,4.356518,46,131.6843,0.04010025,9.411678,38,118.9444,0.1328321,7.453006,46,89.7152,0.1491228,6.575596,37,134.3757,0.04887218,5.502869,41,106.3444,0.05388471,5.458278,43,92.87155,0.1390978,5.862154,47,85.10375,0.2807018,4.174133,46,103.9372,0.1002506,5.146892,46
ILMN_3048751,128.7144,0.06140351,10.3799,26,114.3874,0.0764411,11.57109,23,117.5378,0.0989975,10.70791,23,111.4535,0.05889724,9.229219,27,131.315,0.03132832,8.018823,31,136.9906,0.02631579,14.32347,17,100.0713,0.04385965,7.666398,29,120.8416,0.05263158,10.18966,24,130.908,0.04385965,16.88918,25,142.1504,0.04761905,9.757088,33,96.43098,0.1065163,6.975524,40,114.0571,0.122807,10.05005,28,103.3382,0.0726817,8.955154,29,94.87157,0.1253133,9.163479,27,92.36182,0.1729323,6.68184,22,104.8506,0.09649123,8.235559,28
