ID_REF,CDR017,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR025,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR021,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR029,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR022,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR018,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR026,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR030,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR031,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR023,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR027,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR019,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR020,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR028,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR032,Detection Pval,BEAD_STDERR,Avg_NBEADS,CDR024,Detection Pval,BEAD_STDERR,Avg_NBEADS
ILMN_1218384,1165.64,0,39.93483,38,877.2163,0,32.94129,36,1097.624,0,33.71624,52,1119.346,0,39.48833,44,849.2339,0,31.77532,46,907.0131,0,22.63033,49,584.4698,0,23.33796,41,1205.344,0,42.25045,53,1409.229,0,60.38602,43,1381.09,0,40.60104,31,703.2496,0,58.24513,31,1232.044,0,58.28032,35,716.4526,0,18.83414,45,832.9847,0,25.78839,48,1069.987,0,41.04262,39,905.6005,0,36.55123,34
ILMN_2637066,1189.086,0,40.14478,37,1116.428,0,56.42215,36,1260.725,0,43.12989,38,956.3371,0,42.38321,37,1165.977,0,53.25073,41,1103.557,0,48.01039,36,812.6223,0,29.74684,51,1122.824,0,42.64056,53,1202.789,0,50.96815,29,1357.563,0,53.64443,38,915.4816,0,42.48237,29,1101.149,0,75.91964,43,873.2357,0,33.75527,39,901.8939,0,30.86056,44,853.3785,0,36.74557,37,905.2068,0,39.77716,44
ILMN_2849359,1875.705,0,56.63642,39,1768.007,0,55.28156,44,1935.884,0,45.94764,54,1661.272,0,67.38824,44,1600.036,0,65.54922,31,1585.417,0,56.74554,40,1110.862,0,36.19204,50,1724.371,0,82.84263,47,2043.107,0,98.24152,30,1989.352,0,115.4113,38,1382.441,0,45.6652,35,1814.006,0,66.0775,46,1288.907,0,54.53848,33,1231.647,0,101.0674,45,1413.427,0,38.27062,42,1467.464,0,52.70333,43
ILMN_2678389,170.7652,0.0112782,10.38118,38,175.7817,0.005012531,11.96193,40,219.6386,0.001253133,12.29031,38,144.088,0.01253133,8.587698,35,136.5513,0.02255639,11.01963,31,174.3997,0.002506266,10.79316,43,102.3756,0.03759398,5.198208,42,248.6956,0,22.01014,39,180.1906,0.002506266,12.78728,52,155.4925,0.02756892,11.26483,30,136.4461,0.007518797,10.5712,34,206.3692,0.001253133,15.02595,37,107.2712,0.04761905,11.73081,31,141.1433,0.005012531,11.11326,43,171.5963,0.002506266,12.21652,37,183.5063,0.001253133,15.78383,41
ILMN_3153614,2266.839,0,56.27309,55,2055.786,0,60.28179,48,2152.772,0,62.32035,47,1780.121,0,46.86046,43,1825.204,0,56.54661,34,2100.205,0,60.20692,57,1367.228,0,45.17352,45,1897.039,0,65.27265,42,2268.125,0,80.23689,36,2242.378,0,75.641,42,1864.676,0,59.00828,38,2200.08,0,151.8888,29,1653.496,0,96.77953,26,2032.575,0,78.42922,35,1589.095,0,59.24314,38,1643.235,0,48.54556,56
ILMN_2614983,71.35446,0.7330827,3.788811,51,54.49714,0.991228,2.78145,36,72.21839,0.7293233,4.140139,49,63.19495,0.783208,4.302507,39,72.13792,0.575188,3.343766,45,63.3491,0.8721805,3.17189,45,60.03438,0.7719298,3.098782,26,64.37851,0.8220552,4.035966,47,70.09079,0.783208,5.72633,34,80.46352,0.6403509,7.197485,30,66.84912,0.6741855,4.178529,33,72.35489,0.7205514,4.537004,42,58.85848,0.9135338,3.329244,33,75.17772,0.4273183,5.391959,49,71.04999,0.6165413,3.275551,40,64.41409,0.8107769,4.517281,32
ILMN_2657516,5774.283,0,126.1123,36,6084.328,0,185.729,39,5403.869,0,148.4113,45,3658.012,0,100.2719,43,5083.1,0,137.6398,54,5422.341,0,154.4159,41,4027.674,0,134.2452,36,4329.061,0,144.8584,46,5332.208,0,156.9146,38,6192.3,0,169.8201,42,4269.86,0,119.8647,46,4981.798,0,156.3312,35,4254.961,0,136.5076,35,4323.346,0,129.8042,29,3688.131,0,120.6962,36,4509.908,0,156.885,36
ILMN_1237830,203.2343,0,12.51803,38,176.1498,0.003759399,12.68817,43,276.1365,0,21.71799,43,185.9705,0,12.17795,46,126.5367,0.04010025,6.208375,39,194.5802,0,12.9238,37,146.0057,0.001253133,12.21222,34,263.4754,0,21.28633,35,224.3265,0,16.89141,49,210.0394,0.001253133,17.39936,41,169.3161,0,11.11979,42,258.5658,0,18.93428,38,127.1256,0.01503759,8.481321,47,178.1475,0,12.87488,48,198.8953,0,11.61522,42,184.083,0.001253133,13.71878,52
ILMN_2641828,78.72324,0.5438597,5.295061,30,77.7809,0.4285714,4.401839,39,82.13533,0.4536341,5.722485,40,78.71539,0.3433584,4.88249,31,76.85816,0.4411027,4.950477,34,70.45282,0.6566416,3.777598,32,67.42928,0.4636591,3.395691,42,80.20334,0.3671679,4.369249,41,76.0417,0.585213,7.08071,32,95.56005,0.3333333,6.042255,44,70.33728,0.5413534,4.301376,44,87.44109,0.3571429,6.344772,41,72.89377,0.4486215,5.123216,46,77.63305,0.3746867,6.340101,37,78.60359,0.4035088,4.651505,49,78.13836,0.3884712,4.203663,44
ILMN_2522765,480.232,0,15.40014,53,394.9343,0,24.45057,34,498.3614,0,16.7668,32,364.5554,0,11.87125,43,355.8823,0,16.43607,35,370.1264,0,15.98625,46,298.461,0,16.29844,46,424.3353,0,16.78863,47,397.6031,0,27.31632,40,468.5019,0,26.03194,39,385.6826,0,17.62619,35,423.305,0,18.44999,41,288.8117,0,15.04255,44,371.2276,0,18.90655,29,328.6019,0,15.58432,38,327.8257,0,14.79051,29
ILMN_3142224,56895.54,0,1407.754,47,54346.69,0,1511.641,39,56312.71,0,1230.532,43,49747.34,0,1133.883,38,53504.34,0,1540.723,37,52192.05,0,1336.667,42,42059.08,0,865.1417,41,52784.94,0,1638.312,43,55438.56,0,1199.038,47,54741,0,1417.769,53,50573.76,0,1260.818,39,52216.22,0,1320.275,43,44714.45,0,1236.106,51,44815.91,0,1092.139,49,46077.01,0,1074.566,41,43217.58,0,1332.467,36
ILMN_2636384,60320.42,0,1044.027,42,55458.39,0,1696.793,26,56987.54,0,1048.384,45,56918.94,0,1313.235,35,56358.63,0,1721.725,30,55088.62,0,1142.951,42,45017.17,0,1482.495,42,59600.2,0,1194.771,41,62292.88,0,909.0762,38,62277.86,0,608.3871,33,54672.42,0,1340.081,34,53384.77,0,1402.453,39,48436.12,0,1396.003,34,51265.97,0,1275.188,36,50370.06,0,1422.58,46,46366.06,0,1346.651,39
ILMN_2744693,5167.884,0,139.4792,44,4800.715,0,151.7773,42,6007.743,0,250.5319,31,4060.098,0,110.7804,29,4813.342,0,124.6936,48,4698.846,0,157.4754,34,2993.133,0,77.68085,40,4387.762,0,141.5252,36,5616.542,0,129.3804,43,5844.601,0,203.1122,35,3545.417,0,115.975,39,4951.713,0,278.3934,46,3489.991,0,176.5406,36,3738.412,0,195.115,34,3802.289,0,135.893,45,4351.378,0,191.3182,37
ILMN_2641816,88.15377,0.3508772,4.901487,31,102.9553,0.1278196,7.825063,33,77.23185,0.5701754,4.246581,32,80.04585,0.3182957,5.667809,41,81.80196,0.3458647,5.801874,37,85.59811,0.3032582,5.903205,34,91.15897,0.0952381,7.349188,36,79.48488,0.3847118,5.843586,39,74.98692,0.6152882,4.680942,40,83.15757,0.5639098,4.858015,41,80.07243,0.2807018,5.227777,48,77.39863,0.5864662,5.790616,33,69.52588,0.5526316,3.660121,41,75.35823,0.4223058,5.611301,42,76.98685,0.4385965,5.967273,37,80.58472,0.3333333,6.339112,35
ILMN_1239181,331.3671,0,22.95853,31,327.1772,0,15.24275,35,282.6534,0,13.0689,50,226.8286,0,11.50686,43,208.6493,0.001253133,10.20467,48,311.4111,0,10.24118,55,186.4373,0,10.00437,38,240.4268,0,11.52689,44,231.1868,0,18.64482,44,231.7579,0,15.0958,43,280.0659,0,18.5358,45,420.0716,0,15.40485,39,254.3338,0,18.09093,40,254.3458,0,16.6075,45,190.2777,0,8.240498,50,214.2914,0,9.682981,42
ILMN_1234241,467.0782,0,16.30321,40,452.194,0,15.17506,50,404.9724,0,12.92329,45,319.9537,0,16.10291,36,386.5575,0,17.03563,43,383.0337,0,13.3567,44,324.1843,0,10.77997,36,340.4857,0,13.29624,37,521.8588,0,25.17935,34,509.4505,0,17.74585,40,468.793,0,20.11013,40,436.5777,0,15.94425,51,388.9865,0,25.48135,28,452.9895,0,16.73933,39,328.4345,0,16.51846,28,393.5321,0,10.74108,55
ILMN_2696537,162.8158,0.01253133,7.746945,46,159.4411,0.01002506,8.08642,47,172.5571,0.00877193,7.751466,44,122.0916,0.04010025,6.123668,49,152.6297,0.01002506,6.933309,43,140.5244,0.02255639,6.108822,47,121.6929,0.01378446,7.751239,27,120.8717,0.05263158,5.502041,45,163.1021,0.006265664,10.44146,37,183.2246,0.007518797,10.14036,38,114.2847,0.03383459,7.847951,37,140.8535,0.03634085,8.986168,33,136.1848,0.01002506,7.622697,42,155.3716,0.002506266,7.483492,51,123.1492,0.03132832,5.882784,44,117.1713,0.04385965,4.310078,44
ILMN_1235089,89.13544,0.3333333,6.090125,40,72.40006,0.5989975,3.970815,37,87.26827,0.339599,4.029562,41,71.77267,0.5062656,4.580821,26,77.80193,0.414787,5.659068,23,78.48701,0.4310777,5.324707,47,72.98534,0.3007519,4.569182,48,79.03202,0.3909774,5.236224,37,75.98181,0.5877193,4.479464,34,80.67271,0.6353384,5.832277,43,82.39696,0.2293233,5.450675,34,89.99332,0.3220551,9.099027,25,69.66972,0.5451128,5.48599,30,73.35346,0.4611529,4.394055,37,82.47383,0.3195489,5.28768,39,66.7234,0.7192982,4.060337,37
ILMN_2608574,498.0346,0,17.36117,31,440.7932,0,20.75925,35,467.3986,0,17.42738,40,341.5384,0,18.42334,30,443.5299,0,21.64643,37,453.6992,0,20.67181,40,334.6998,0,13.58272,36,399.6984,0,18.57111,30,554.4441,0,31.44608,37,522.8002,0,19.62237,30,388.8079,0,14.73574,42,463.7579,0,23.17599,32,342.8518,0,13.12197,42,385.7691,0,16.66876,39,321.6195,0,9.592974,32,409.4913,0,14.03485,41
ILMN_1243516,537.9534,0,25.45644,34,490.8324,0,25.12568,40,568.9904,0,22.65061,37,460.6131,0,21.29923,48,571.4767,0,27.27483,42,554.6122,0,31.4231,41,338.7858,0,16.69309,36,503.5224,0,24.9225,41,570.6475,0,37.13523,44,696.7491,0,43.70014,42,438.347,0,26.88674,36,536.0433,0,27.224,48,410.2183,0,20.81181,45,427.2338,0,23.74783,54,479.2228,0,23.7914,40,486.8429,0,32.6866,28
ILMN_2599719,3871.705,0,69.884,43,3139.816,0,76.61812,36,4829.678,0,107.963,39,4227.325,0,69.81853,40,3537.585,0,79.89346,40,3321.776,0,75.33302,45,2084.485,0,56.09496,44,3871.778,0,90.60382,44,4355.804,0,101.1265,46,5504.667,0,112.4724,30,2790.735,0,87.3359,44,4177.411,0,146.4384,37,2621.41,0,57.16707,44,2750.269,0,68.87014,34,3436.383,0,90.04901,45,3196.855,0,79.85157,46
ILMN_2681601,162.6638,0.01253133,7.775242,47,147.9574,0.01503759,8.133999,41,173.8578,0.007518797,11.68653,34,187.451,0,10.44237,41,142.75,0.01879699,7.896064,37,156.0534,0.01002506,10.53809,40,120.6262,0.01378446,8.276578,35,220.7006,0,11.92625,57,219.9783,0,17.85203,35,204.762,0.001253133,14.04888,42,153.7995,0.001253133,13.72144,32,230.732,0,20.03191,32,116.0812,0.02380952,7.926711,44,168.2953,0.001253133,14.03725,29,188.465,0,7.254071,44,119.9607,0.03508772,6.630592,45
ILMN_1232195,199.0253,0.001253133,16.03387,37,190.116,0.001253133,14.76579,24,270.6556,0,18.09477,38,247.0069,0,13.88621,43,188.336,0.002506266,11.78072,34,172.5628,0.002506266,9.479303,41,121.2973,0.01378446,6.490371,34,218.0577,0,15.39011,32,260.651,0,20.56276,37,275.8343,0,13.99671,30,174.0411,0,12.30076,30,175.6345,0.007518797,10.99533,36,141.9192,0.005012531,11.58012,32,176.3959,0,12.10253,43,188.6751,0,12.0287,31,184.851,0.001253133,18.30727,27
ILMN_2599145,249.6475,0,12.47759,46,236.3077,0,13.47452,49,280.1326,0,14.98258,39,263.1198,0,19.33811,33,282.814,0,16.63263,40,231.5641,0,12.25809,34,171.0331,0,8.23154,47,225.0961,0,9.813402,39,283.8954,0,18.00382,37,323.4228,0,23.25673,31,200.273,0,15.1804,55,234.3612,0,15.15937,38,197.4552,0,8.562271,43,223.8149,0,18.75748,31,205.8296,0,9.08456,34,238.9481,0,19.32253,42
ILMN_2610190,68.44029,0.8120301,3.738481,40,73.67082,0.5488722,3.64494,39,78.3231,0.5488722,4.226131,43,79.14934,0.339599,4.349741,47,66.46525,0.7606516,3.564943,47,79.2859,0.4110276,4.920998,43,65.0403,0.5388471,5.560226,36,74.80124,0.4686717,3.717602,46,86.24124,0.3571429,4.224038,36,86.35892,0.481203,6.242799,42,79.0931,0.3007519,4.982275,37,84.7202,0.4122807,5.235959,39,63.01571,0.8007519,4.665579,39,65.79045,0.7368421,6.64099,33,82.05393,0.3283208,4.892783,47,72.84148,0.5250627,5.55156,41
ILMN_2710589,108.0564,0.1491228,6.472108,52,92.89394,0.1954887,6.682785,34,90.80477,0.2957394,4.43011,40,99.02773,0.1177945,4.958085,38,79.48607,0.3822055,4.877849,40,80.60001,0.3897243,3.931254,41,74.68175,0.2656642,3.614328,38,99.40931,0.1365915,4.188891,55,110.729,0.1165414,5.922132,55,102.4043,0.264411,6.664601,43,100.1131,0.0839599,7.471241,32,102.7512,0.1917293,6.834926,35,77.67811,0.3308271,4.409892,31,86.77555,0.1892231,5.223011,43,98.34046,0.1190476,5.426832,52,89.05833,0.2017544,6.32295,40
ILMN_2598438,139.9581,0.03759398,6.010789,33,130.1219,0.03383459,6.016375,40,143.8798,0.03634085,6.974224,31,113.7079,0.04887218,6.261405,40,124.9935,0.04511278,6.801128,43,127.2835,0.04385965,6.949203,38,99.3549,0.04761905,5.738928,41,132.2056,0.02255639,6.031734,33,138.5749,0.02756892,5.791973,36,162.8959,0.02005013,7.396343,32,112.3535,0.03634085,5.094029,33,160.1914,0.01002506,11.81917,41,112.1373,0.03383459,8.548053,27,114.1589,0.05513784,6.668103,53,118.9892,0.04010025,7.671131,38,126.1183,0.02631579,6.962043,37
ILMN_2765454,73.22215,0.679198,5.584779,33,61.82988,0.9085213,2.608941,46,75.28677,0.6177945,4.956715,41,68.49393,0.6090226,4.49153,36,81.95155,0.3433584,5.666078,33,79.34096,0.4097744,5.096459,42,73.08182,0.3007519,4.799993,45,67.20716,0.7406015,3.620434,49,77.78059,0.5388471,4.703736,43,75.01073,0.8032581,4.98162,37,63.98884,0.7807018,4.77458,45,74.39449,0.6679198,5.308959,34,63.4072,0.79198,4.014599,35,75.51006,0.4185464,5.849612,53,74.11353,0.5250627,3.95351,44,68.369,0.6654136,3.50947,50
ILMN_3000536,241.4799,0,16.53314,40,181.8292,0.001253133,9.753673,35,264.3808,0,18.95476,27,176.3856,0.001253133,9.66957,40,213.0691,0,12.05673,26,209.8178,0,10.84585,50,139.089,0.002506266,8.468443,42,188.6369,0.001253133,11.72098,32,201.2841,0.002506266,16.87314,32,262.2504,0,14.07339,34,176.001,0,10.50993,45,170.7192,0.00877193,11.70111,32,151.479,0.002506266,9.94066,41,158.968,0.002506266,11.87308,48,212.257,0,11.94005,49,207.8944,0,13.72534,39
ILMN_1257061,272.424,0,13.64614,44,234.8648,0,11.33613,40,293.2942,0,22.18878,29,237.9715,0,17.29157,28,211.8855,0,8.231897,50,284.5772,0,15.59916,35,195.3065,0,11.72578,30,310.6135,0,18.68367,38,232.9965,0,13.11286,30,292.6071,0,17.42757,44,187.207,0,16.61944,37,239.9608,0,13.88028,42,192.4093,0,10.1604,35,201.3358,0,11.72834,43,251.1079,0,12.52155,43,244.6711,0,15.07964,44
ILMN_2774281,77.96733,0.5651629,4.149675,41,65.2422,0.8182957,3.40275,37,72.9043,0.7105263,5.33207,34,66.23307,0.6929824,3.491845,44,64.73904,0.8070176,5.659485,34,78.9013,0.4197995,4.195439,43,56.27773,0.9022557,3.366698,36,63.57154,0.8471178,5.241014,26,76.5891,0.5714286,4.745069,50,90.35719,0.3984962,6.424262,33,67.83343,0.6265664,4.420579,42,81.06266,0.4962406,5.725927,34,65.85681,0.6904762,4.252916,39,73.94207,0.4498747,5.592845,48,78.76726,0.4010025,5.872597,40,71.40919,0.5764411,3.666319,53
ILMN_2595106,89.41055,0.3320802,5.382418,36,87.27269,0.2694235,5.222059,28,84.17725,0.39599,4.338647,27,87.32513,0.2030075,4.311226,39,94.31208,0.1942356,5.030053,37,90.04801,0.2493734,5.14012,43,70.43536,0.3834586,3.18117,41,90.90357,0.2105263,5.328876,44,91.3421,0.2669173,4.939651,32,131.5618,0.0726817,14.5886,25,86.10543,0.1829574,4.332993,35,106.3868,0.1591479,7.966978,34,80.77349,0.2756892,4.401316,35,81.78986,0.2744361,5.292017,34,81.95838,0.3295739,4.577516,30,96.25032,0.1478697,5.757232,30
ILMN_2710151,457.3276,0,20.74998,33,381.7498,0,15.13622,31,448.1551,0,24.75371,23,371.7498,0,19.75249,42,384.3763,0,12.52181,46,389.7583,0,16.75971,33,289.2524,0,8.510681,50,365.8273,0,14.50419,36,353.7689,0,22.65246,35,461.7217,0,19.45155,37,340.7469,0,11.16715,41,412.4285,0,24.66872,35,365.4686,0,20.60345,34,347.649,0,22.71701,38,278.3898,0,20.23116,28,351.6606,0,12.75994,39
ILMN_1258290,78.3863,0.5526316,4.9238,48,81.83336,0.3546366,6.755975,40,76.04065,0.5989975,4.731052,39,72.56338,0.4799499,3.890843,58,73.71436,0.5263158,5.348789,40,76.9622,0.4661654,4.60727,45,78.29177,0.2017544,5.723714,44,78.47592,0.4022556,3.445992,49,81.97564,0.443609,7.702156,26,101.9087,0.2694235,8.420542,39,76.97305,0.3408521,4.939564,46,71.21589,0.7518797,5.369336,32,74.80404,0.4035088,5.090149,41,61.95091,0.8521304,3.591373,39,65.07261,0.8082707,3.397129,42,63.33577,0.8408521,3.274512,58
ILMN_2658001,127.4403,0.06390978,9.640829,30,108.8366,0.09649123,6.827745,42,117.067,0.1015038,5.404068,44,98.97471,0.1190476,5.152216,48,99.4099,0.1591479,4.981916,43,109.4752,0.10401,5.73868,40,93.63403,0.0764411,5.376145,38,99.03654,0.1378446,5.951358,39,106.3953,0.1403509,6.402521,41,114.9392,0.1541353,7.700109,38,97.687,0.09649123,7.400147,31,114.1903,0.1203008,5.592223,41,103.3217,0.0726817,8.201121,42,105.9312,0.07142857,6.651091,47,100.2676,0.1090226,4.558067,39,92.80708,0.1679198,5.428924,45
ILMN_2960474,834.668,0,25.74086,35,757.5311,0,29.93917,44,931.4362,0,35.04055,37,640.4109,0,26.5435,37,879.6752,0,32.71991,43,801.1353,0,41.81657,29,554.1287,0,18.51452,36,642.5501,0,27.30937,45,739.8766,0,29.47403,42,994.5634,0,54.03053,32,465.929,0,37.17097,40,840.9351,0,28.10992,30,564.0108,0,19.34902,35,620.9861,0,23.03139,38,515.2808,0,18.61311,43,658.7448,0,29.8722,29
ILMN_2708949,101.5419,0.1967418,5.166176,45,68.48644,0.7055138,3.824852,32,94.15422,0.264411,4.567881,38,82.04193,0.2769423,4.384615,48,84.77293,0.3045113,4.189792,43,86.35899,0.2919799,6.634003,24,70.76458,0.3734336,3.00317,45,118.6797,0.05639098,7.653727,42,89.22563,0.3007519,5.888933,42,90.84305,0.3909774,7.298061,26,94.86761,0.1140351,7.583023,37,92.27447,0.2969925,8.271241,35,78.72022,0.3132832,5.384027,49,73.1948,0.4636591,3.650896,49,80.25203,0.3646617,4.463177,43,76.22443,0.4335839,4.945429,35
ILMN_2759652,1121.642,0,36.72105,46,984.6924,0,38.53517,48,1128.187,0,48.01779,41,913.9275,0,34.19863,52,907.4714,0,41.57276,49,1002.192,0,41.25987,55,693.8422,0,30.99281,53,908.3155,0,32.9898,59,988.8358,0,72.92288,41,992.3785,0,64.5173,36,746.9949,0,54.91602,42,1047.607,0,58.95398,53,806.0629,0,45.32669,44,766.6898,0,41.47882,52,795.3064,0,26.20881,50,806.9536,0,35.63823,56
ILMN_2955214,4846.888,0,137.0473,44,4052.26,0,141.2827,37,5122.692,0,174.4139,38,4127.472,0,123.1958,44,4920.454,0,125.5661,38,4706.269,0,126.5555,50,3126.539,0,77.76212,45,4389.566,0,122.9075,46,5503.852,0,170.9212,43,5696.056,0,132.256,49,3732.77,0,95.06744,37,4941.665,0,164.8177,35,3479.064,0,103.8044,39,3696.159,0,96.18422,49,4030.809,0,89.79124,53,4183.871,0,146.5111,37
ILMN_1231873,985.9197,0,58.57017,31,976.337,0,70.52409,34,1332.68,0,84.125,43,837.0336,0,49.18835,37,870.5302,0,41.25227,38,928.3627,0,51.21777,38,540.9747,0,23.03064,31,1253.139,0,90.93456,32,1096.496,0,42.25869,43,1128.502,0,84.64117,25,626.2621,0,47.16851,34,929.0649,0,73.88576,43,596.3251,0,29.49296,50,615.9241,0,54.95365,32,749.9769,0,29.78026,54,795.7564,0,46.98121,45
ILMN_1235811,2401.207,0,65.37527,52,1942.754,0,59.69724,48,2312.899,0,68.81791,45,2032.61,0,64.69041,54,1463.478,0,46.79897,50,2012.771,0,68.48772,52,1200.266,0,31.96457,54,2025.714,0,77.66404,38,2431.862,0,69.52787,35,2604.989,0,164.7869,36,1815.798,0,46.30368,41,2275.513,0,72.37491,50,1478.28,0,42.79327,53,1416.2,0,45.38897,52,1843.744,0,46.99645,45,1912.64,0,66.0368,35
ILMN_1246694,1086.442,0,27.76492,38,934.0068,0,34.53172,41,1299.366,0,40.85758,29,852.8615,0,34.17979,45,1094.772,0,29.37383,39,1103.821,0,27.02351,45,631.4864,0,15.50017,47,923.3801,0,24.79473,57,1138.416,0,45.36139,32,1314.546,0,37.96447,38,792.8154,0,27.51267,32,1103.604,0,35.96496,40,784.1736,0,18.53635,34,861.4772,0,28.05432,47,753.6761,0,23.68874,40,1049.923,0,32.38425,44
ILMN_1235751,1237.437,0,32.54306,46,1001.235,0,32.48274,40,1450.773,0,48.80735,39,991.7698,0,42.05447,35,1185.308,0,45.50349,38,1219.98,0,43.83849,42,746.9608,0,33.76094,35,1088.172,0,35.65689,56,1223.453,0,66.44579,30,1474.556,0,59.202,40,896.1804,0,37.04348,40,1215.479,0,38.80375,42,757.6307,0,31.75607,28,834.7951,0,30.47677,37,838.8514,0,26.01511,45,1268.212,0,56.88731,32
ILMN_2648134,58.20691,0.9899749,2.550382,28,55.31743,0.991228,2.438424,39,68.78078,0.8220552,4.226601,55,54.13027,0.9774436,3.963041,39,59.51461,0.9385965,2.795172,39,58.53084,0.9649123,3.086367,45,65.28993,0.5300752,4.113303,30,57.65861,0.9699248,3.030521,33,62.08649,0.9611529,3.441142,48,66.31773,0.9598997,4.326988,38,50.81314,1,3.438648,32,60.15423,0.9774436,3.593946,45,60.78061,0.8784461,4.118382,37,55.06577,0.981203,4.871741,34,61.74744,0.8922306,3.303164,44,61.60278,0.8984963,4.120579,47
ILMN_2613038,105.519,0.1666667,6.307365,46,92.34354,0.1992481,4.729466,39,102.2809,0.1817043,5.273909,46,85.96143,0.2218045,3.655693,48,89.07104,0.2443609,5.286602,41,98.61295,0.1641604,5.944561,47,80.73515,0.179198,7.384914,28,88.53443,0.2330827,4.771325,46,104.226,0.1491228,7.698523,36,106.8177,0.2142857,7.994793,36,88.51016,0.1616541,5.708189,46,123.8637,0.0764411,8.868431,44,86.37845,0.197995,5.480817,45,84.30886,0.2343358,5.404146,37,92.56592,0.1704261,3.568819,50,88.71906,0.2017544,5.920672,45
ILMN_2737090,686.3269,0,32.57204,41,503.2227,0,27.83536,32,827.445,0,22.52067,35,470.4653,0,22.39993,30,947.2586,0,38.53263,39,485.8998,0,18.84603,40,390.7469,0,19.57422,34,412.382,0,21.71724,45,497.0812,0,34.96857,42,793.3115,0,36.96739,44,270.3762,0,14.16269,46,407.9746,0,22.93035,38,378.7549,0,17.25996,38,286.7815,0,11.91888,33,348.4966,0,20.32226,57,544.0895,0,24.38786,36
ILMN_1248948,72.56345,0.6954888,6.408702,21,65.50436,0.8107769,4.529497,35,63.81113,0.9411027,4.42847,29,72.90144,0.4674186,4.496833,40,71.66753,0.5927318,3.835511,45,71.45135,0.6165413,4.976752,35,66.35693,0.4837093,4.028421,48,75.51157,0.4548872,4.954419,43,80.46931,0.4649123,4.130129,36,89.4724,0.4097744,6.007698,32,78.1426,0.3145363,5.004938,47,67.81387,0.8433584,4.229105,50,71.11263,0.5037594,3.803138,41,59.31109,0.9235589,4.424155,43,74.16614,0.5238096,3.794142,55,71.28098,0.5789474,4.156671,43
ILMN_2972929,145.5214,0.03132832,7.626678,49,153.1565,0.01002506,10.83428,39,148.0884,0.02756892,9.155692,20,153.5074,0.006265664,13.45814,34,180.4635,0.003759399,15.25657,39,149.0119,0.01378446,8.986443,46,122.2321,0.01378446,9.39867,36,160.4661,0.00877193,9.843071,38,142.6371,0.02255639,10.5546,41,181.7677,0.007518797,11.85073,43,127.4205,0.0112782,10.51949,33,169.5951,0.00877193,20.00775,28,133.7098,0.01253133,8.749152,42,106.6744,0.07142857,8.848356,39,131.2487,0.01503759,9.163671,40,133.5582,0.02005013,9.506681,34
ILMN_1250467,76.66338,0.5927318,4.349843,44,64.66559,0.839599,4.152681,27,65.09084,0.9160401,4.256675,27,67.31338,0.6428571,3.563495,38,68.81037,0.6666667,3.575606,51,73.69813,0.5513784,4.250839,30,66.21889,0.4937343,3.718997,42,63.58763,0.8458647,5.25801,27,70.67385,0.7731829,4.133847,47,85.19489,0.5125313,5.202454,37,75.46748,0.3796993,4.599626,30,75.67229,0.6303258,7.842247,37,63.79954,0.7781955,4.058044,40,66.65455,0.6954888,3.538998,35,75.24361,0.4912281,4.406426,41,61.38586,0.906015,3.257348,36
ILMN_2645295,380.5198,0,18.83706,37,348.6426,0,17.66216,42,491.8616,0,17.24843,45,384.9069,0,14.77653,40,376.7525,0,17.50922,37,354.3801,0,12.03256,35,282.8063,0,13.00594,47,413.1315,0,15.02585,46,413.6482,0,32.17944,31,512.2425,0,25.10691,25,292.929,0,13.36355,36,336.5098,0,13.35886,42,282.2558,0,12.10157,44,302.7801,0,21.72084,42,364.1326,0,12.43598,42,327.6717,0,17.25229,38
ILMN_1231457,505.2333,0,32.95008,31,479.0568,0,22.6193,37,517.1049,0,19.52318,35,479.5756,0,23.91834,31,453.9505,0,20.15186,43,467.4411,0,20.45996,35,381.9036,0,19.43531,41,466.8275,0,22.33507,48,558.1058,0,45.51749,40,647.1164,0,26.26063,44,410.2918,0,26.22772,49,468.1562,0,26.58543,32,390.0983,0,21.87268,42,469.6678,0,42.04726,31,449.1151,0,23.84585,41,385.4038,0,22.86719,38
ILMN_1255511,2707.35,0,87.91305,41,2194.737,0,78.60925,36,2761.423,0,75.39367,38,1783.888,0,59.94788,35,1765.674,0,64.10203,39,2229.198,0,83.11002,42,1448.689,0,49.34435,47,2388.488,0,95.34773,46,2595.905,0,78.26263,35,2421.611,0,92.34143,39,1838.851,0,64.36647,37,2622.768,0,87.14869,38,1747.758,0,63.30419,36,1902.478,0,75.38225,41,1609.112,0,52.00717,38,1803.526,0,62.66759,55
